Auction Date;M/D/Y Format;Price Sold in GBP;Year Artwork Created;GBP to USD;Artist
41796;1/1/1974;1800;1974;2995,45;Elliott Erwitt 
41796;1/1/1959;0;1959;0,00;Elliott Erwitt 
41796;1/1/1954;1000;1954;1664,14;Yoshikazu Suzuki & Kimura Shohachi 
41796;1/1/1982;6500;1982;10816,90;Bruce Weber 
41796;1/1/1950;0;1950;0,00;Gianni Berengo Gardin 
41796;1/1/1930;0;1930;0,00;Anton Giulio Bragaglia 
41796;1/1/1959;0;1959;0,00;Burt Glinn 
41796;1/1/1949;0;1949;0,00;Bert Hardy 
41796;1/1/1972;1700;1972;2829,04;Hamish Fulton 
41796;1/1/1934;0;1934;0,00;Ned Scott 
41796;1/1/1990;0;1990;0,00;Elliott Erwitt 
41796;1/1/1948;650;1948;1081,69;Cecil Beaton 
41796;1/1/1902;0;1902;0,00;Eugene Atget 
41796;1/1/1887;0;1887;0,00;Eadweard Muybridge 
41796;1/1/1957;600;1957;998,48;Various
41796;1/1/1986;850;1986;1414,52;Bruce Weber 
41796;1/1/1974;0;1974;0,00;Ihei Kimura 
41796;1/1/1939;0;1939;0,00;Willy Ronis 
41796;1/1/1855;0;1855;0,00;Roger Fenton 
41796;1/1/1984;0;1984;0,00;Tomio Seike 
41796;1/1/1923;0;1923;0,00;Arnold Genthe 
41796;1/1/1948;0;1948;0,00;Robert Doisneau 
41796;1/1/1964;1600;1964;2662,62;Mario Giacomelli 
41796;1/1/1959;0;1959;0,00;Robert Frank 
41796;1/1/1996;0;1996;0,00;Walter Niedermayr 
41796;1/1/1967;0;1967;0,00;Christer Strömholm 
41796;1/1/1958;900;1958;1497,72;Mario Giacomelli 
41796;1/1/2008;0;2008;0,00;Miles Aldridge 
41796;1/1/1958;700;1958;1164,90;Inge Morath 
41796;1/1/1915;0;1915;0,00;Lewis Hine 
41796;1/1/1957;0;1957;0,00;Edouard Boubat 
41796;1/1/1999;3000;1999;4992,42;Herb Ritts 
41796;1/1/1930;1500;1930;2496,21;József Pécsi 
41796;1/1/1961;600;1961;998,48;Inge Morath 
41796;1/1/1978;800;1978;1331,31;Nobuyoshi Araki 
41796;1/1/1975;800;1975;1331,31;Edouard Boubat 
41796;1/1/1990;0;1990;0,00;Aaron Siskind
41796;1/1/1927;0;1927;0,00;André Kertész 
41796;1/1/1956;0;1956;0,00;Erich Lessing 
41796;1/1/1895;900;1895;1497,72;Eugene Atget 
41796;1/1/1910;1100;1910;1830,55;Karl Blossfeldt 
41796;1/1/1983;0;1983;0,00;David Seidner 
41796;1/1/1840;500;1840;832,07;Mary Dillwyn 
41796;1/1/1962;10000;1962;16641,39;Bert Stern 
41796;1/1/1940;1000;1940;1664,14;Nakaji Yasui 
41796;1/1/1967;0;1967;0,00;Tony Ray-Jones 
41796;1/1/2013;600;2013;998,48;John Blakemore 
41796;1/1/1961;3200;1961;5325,24;William Klein 
41796;1/1/1930;950;1930;1580,93;Tim Gidal 
41796;1/1/1968;1500;1968;2496,21;Terry O'Neill 
41796;1/1/1953;0;1953;0,00;Elliott Erwitt 
41796;1/1/1950;600;1950;998,48;Bert Hardy 
41796;1/1/1937;3500;1937;5824,49;Ansel Adams 
41796;1/1/1960;0;1960;0,00;Bruce Davidson 
41796;1/1/1930;0;1930;0,00;Josef Ehm 
41796;1/1/1978;0;1978;0,00;Ernst Haas 
41796;1/1/1973;350;1973;582,45;Colin Jones 
41796;1/1/1985;1400;1985;2329,79;John Gossage 
41796;1/1/1929;0;1929;0,00;Josef Sudek 
41796;1/1/1955;1500;1955;2496,21;Elliott Erwitt 
41796;1/1/1880;550;1880;915,28;Zangaki Brothers 
41796;1/1/1961;500;1961;832,07;Bill Brandt 
41796;1/1/1960;0;1960;0,00;Jack Smith 
41796;1/1/1978;2800;1978;4659,59;Luigi Ghirri 
41796;1/1/1992;5000;1992;8320,69;Patrick Demarchelier 
41796;1/1/1954;700;1954;1164,90;Roy Schatt 
41796;1/1/1964;0;1964;0,00;Osvaldo Salas 
41796;1/1/1965;1200;1965;1996,97;Josef Sudek 
41796;1/1/1965;0;1965;0,00;Kazuo Kitai 
41796;1/1/1964;950;1964;1580,93;Eikoh Hosoe 
41796;1/1/1948;1000;1948;1664,14;Willy Ronis 
41796;1/1/1973;0;1973;0,00;Bill Owens 
41796;1/1/1945;0;1945;0,00;Ruth Bernhard 
41796;1/1/1953;1500;1953;2496,21;Alfred Eisenstaedt 
41796;1/1/1975;0;1975;0,00;Garry Winogrand 
41796;1/1/1963;0;1963;0,00;Lewis Morley 
41796;1/1/1930;0;1930;0,00;Ladislav Emil Berka 
41796;1/1/2002;4200;2002;6989,38;Michael Dweck 
41796;1/1/1973;350;1973;582,45;Colin Jones 
41796;1/1/1880;110;1880;183,06;Pascal Sébah 
41796;1/1/1945;0;1945;0,00;Alexey Brodovitch 
41796;1/1/1983;900;1983;1497,72;John Blakemore 
41796;1/1/1950;700;1950;1164,90;Bert Hardy 
41796;1/1/1968;2000;1968;3328,28;Ansel Adams 
41796;1/1/1947;0;1947;0,00;Bert Hardy 
41796;1/1/1956;1900;1956;3161,86;William Klein 
41796;1/1/1857;0;1857;0,00;James Robertson 
41796;1/1/1857;0;1857;0,00;Robert Howlett 
41796;1/1/1957;1600;1957;2662,62;Mario Giacomelli 
41796;1/1/1949;0;1949;0,00;Edouard Boubat 
41796;1/1/1969;0;1969;0,00;Peter Suschitzky 
41796;1/1/1974;0;1974;0,00;Edouard Boubat 
41796;1/1/1962;1500;1962;2496,21;Lawrence Schiller 
41796;1/1/1940;2400;1940;3993,93;Ruth Orkin 
41796;1/1/1975;600;1975;998,48;John Blakemore 
41796;1/1/1950;750;1950;1248,10;Thurston Hopkins 
41796;1/1/1983;1300;1983;2163,38;Aaron Siskind 
41796;1/1/1980;1300;1980;2163,38;Elliott Erwitt 
41796;1/1/1880;0;1880;0,00;Frank Meadow Sutcliffe 
41796;1/1/1857;0;1857;0,00;"Leopold-Ernest Mayer; Pierre-Louis Pierson "
41796;1/1/1989;0;1989;0,00;Bettina Rheims 
41796;1/1/1956;1300;1956;2163,38;Ernst Haas 
41796;1/1/1957;1600;1957;2662,62;Elliott Erwitt 
41796;1/1/1977;850;1977;1414,52;Stephen Shore 
41796;1/1/1951;5500;1951;9152,76;Ruth Orkin 
41796;1/1/1950;300;1950;499,24;Bert Hardy 
41796;1/1/1959;0;1959;0,00;Josef Sudek 
41796;1/1/1950;650;1950;1081,69;Bert Hardy 
41796;1/1/1932;1300;1932;2163,38;Alexander Rodchenko 
41796;1/1/1950;500;1950;832,07;Bert Hardy 
41796;1/1/1860;1000;1860;1664,14;Louis Vignes 
41796;1/1/1969;600;1969;998,48;Shomei Tomatsu 
41796;1/1/1986;700;1986;1164,90;Stephen Shore 
41796;1/1/1950;500;1950;832,07;Bert Hardy 
41796;1/1/1958;800;1958;1331,31;Mario Giacomelli 
41796;1/1/1978;0;1978;0,00;
41796;1/1/1855;0;1855;0,00;Roger Fenton 
41796;1/1/1934;1450;1934;2413,00;Dora Maar 
41796;1/1/1927;0;1927;0,00;André Kertész 
41796;1/1/1955;2000;1955;3328,28;William Klein 
41796;1/1/1927;5000;1927;8320,69;Ansel Adams 
41796;1/1/1961;1000;1961;1664,14;Douglas Kirkland 
41796;1/1/1855;700;1855;1164,90;Roger Fenton 
41796;1/1/1956;0;1956;0,00;Will McBride 
41796;1/1/1999;0;1999;0,00;Paul Fusco 
41796;1/1/1953;2400;1953;3993,93;Thurston Hopkins 
41796;1/1/1920;600;1920;998,48;Julian Mandel 
41796;1/1/1954;0;1954;0,00;Mario Giacomelli 
41796;1/1/1969;600;1969;998,48;Julio Cortázar 
41796;1/1/1940;600;1940;998,48;Stephen Glass 
41796;1/1/2002;1000;2002;1664,14;Michael Dweck 
41796;1/1/1934;4200;1934;6989,38;Henri Cartier-Bresson 
41796;1/1/1950;0;1950;0,00;Bert Hardy 
41796;1/1/1973;0;1973;0,00;Inge Morath 
41796;1/1/1865;480;1865;798,79;Albert Thomas Watson Penn 
41796;1/1/1915;0;1915;0,00;Pierre Choumoff 
41796;1/1/1887;0;1887;0,00;Eadweard Muybridge 
41796;1/1/1921;0;1921;0,00;Eugene Atget 
41796;1/1/1966;7000;1966;11648,97;Garry Winogrand 
41796;1/1/1991;0;1991;0,00;John Swannell 
41796;1/1/2004;900;2004;1497,72;Helena Christensen 
41796;1/1/1965;3200;1965;5325,24;Diane Arbus 
41796;1/1/1961;4000;1961;6656,55;Ansel Adams 
41796;1/1/1959;0;1959;0,00;Will McBride 
41796;1/1/1880;0;1880;0,00;R. Becher 
41796;1/1/1982;0;1982;0,00;Martin Parr 
41796;1/1/1988;0;1988;0,00;Albert Watson 
41796;1/1/1955;0;1955;0,00;Bert Hardy 
41796;1/1/1934;0;1934;0,00;Manuel Alvarez Bravo 
41796;1/1/1940;1500;1940;2496,21;André Kertész 
41796;1/1/1958;0;1958;0,00;Inge Morath 
41796;1/1/1942;0;1942;0,00;Arnold Newman 
41796;1/1/1958;240;1958;399,39;Elio Ciol 
41796;1/1/1948;1500;1948;2496,21;David Seymour 
41796;1/1/2005;4400;2005;7322,21;Sebastião Salgado 
41796;1/1/1948;1100;1948;1830,55;Bert Hardy 
41796;1/1/1956;1600;1956;2662,62;Bert Hardy 
